Year,StockKeyLabel,FisheriesGuild,Purpose,F,SSB,fishingPressureDescription,stockSizeDescription,landings,catches,discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger
2007,ane.27.9a,pelagic,Advice,0.651,1.508,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2008,ane.27.9a,pelagic,Advice,1.12,0.806,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2009,ane.27.9a,pelagic,Advice,1.487,0.338,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2010,ane.27.9a,pelagic,Advice,0.923,0.307,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2011,ane.27.9a,pelagic,Advice,1.007,0.711,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2012,ane.27.9a,pelagic,Advice,0.662,0.558,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2013,ane.27.9a,pelagic,Advice,1.392,1.181,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2014,ane.27.9a,pelagic,Advice,1.271,0.971,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2015,ane.27.9a,pelagic,Advice,1.071,0.537,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2016,ane.27.9a,pelagic,Advice,1.418,0.536,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2017,ane.27.9a,pelagic,Advice,0.871,0.369,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2018,ane.27.9a,pelagic,Advice,0.449,1.016,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
2019,ane.27.9a,pelagic,Advice,NA,0.972,Fishing pressure: Relative,NA,NA,NA,NA,2019,NA,NA,0.504150619593585,0.307430585793762,NA,NA
1986,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8217,NA,NA,2019,NA,NA,NA,NA,1,NA
1987,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,7618,NA,NA,2019,NA,NA,NA,NA,1,NA
1988,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8381,NA,NA,2019,NA,NA,NA,NA,1,NA
1989,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8821,NA,NA,2019,NA,NA,NA,NA,1,NA
1990,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,9631,NA,NA,2019,NA,NA,NA,NA,1,NA
1991,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8779,NA,NA,2019,NA,NA,NA,NA,1,NA
1992,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8176,NA,NA,2019,NA,NA,NA,NA,1,NA
1993,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6567,NA,NA,2019,NA,NA,NA,NA,1,NA
1994,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,5745,NA,NA,2019,NA,NA,NA,NA,1,NA
1995,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6954,NA,NA,2019,NA,NA,NA,NA,1,NA
1996,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8093,NA,NA,2019,NA,NA,NA,NA,1,NA
1997,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8116,NA,NA,2019,NA,NA,NA,NA,1,NA
1998,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,8598,NA,NA,2019,NA,NA,NA,NA,1,NA
1999,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6738,NA,NA,2019,NA,NA,NA,NA,1,NA
2000,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6644,NA,NA,2019,NA,NA,NA,NA,1,NA
2001,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,5728,NA,NA,2019,NA,NA,NA,NA,1,NA
2002,ank.27.78abd,benthic,Advice,NA,NA,F,B_index,6505,NA,NA,2019,NA,NA,NA,NA,1,NA
2003,ank.27.78abd,benthic,Advice,1.612,1.04,F,B_index,8171,NA,179,2019,NA,NA,NA,NA,1,NA
2004,ank.27.78abd,benthic,Advice,1.637,1.03,F,B_index,7537,NA,676,2019,NA,NA,NA,NA,1,NA
2005,ank.27.78abd,benthic,Advice,1.6,0.89,F,B_index,7187,NA,727,2019,NA,NA,NA,NA,1,NA
2006,ank.27.78abd,benthic,Advice,1.461,1.3,F,B_index,6131,NA,704,2019,NA,NA,NA,NA,1,NA
2007,ank.27.78abd,benthic,Advice,1.483,1.49,F,B_index,6608,NA,413,2019,NA,NA,NA,NA,1,NA
2008,ank.27.78abd,benthic,Advice,1.309,2.6,F,B_index,7399,NA,1585,2019,NA,NA,NA,NA,1,NA
2009,ank.27.78abd,benthic,Advice,1.204,1.96,F,B_index,8287,NA,2113,2019,NA,NA,NA,NA,1,NA
2010,ank.27.78abd,benthic,Advice,1.259,1.94,F,B_index,8626,NA,1436,2019,NA,NA,NA,NA,1,NA
2011,ank.27.78abd,benthic,Advice,1.208,1.83,F,B_index,9348,NA,971,2019,NA,NA,NA,NA,1,NA
2012,ank.27.78abd,benthic,Advice,1.213,1.81,F,B_index,8429,NA,1459,2019,NA,NA,NA,NA,1,NA
2013,ank.27.78abd,benthic,Advice,1.293,2.09,F,B_index,10475,NA,2285,2019,NA,NA,NA,NA,1,NA
2014,ank.27.78abd,benthic,Advice,1.164,1.78,F,B_index,9832,NA,2570,2019,NA,NA,NA,NA,1,NA
2015,ank.27.78abd,benthic,Advice,1.122,1.5,F,B_index,9649,NA,1460,2019,NA,NA,NA,NA,1,NA
2016,ank.27.78abd,benthic,Advice,1.113,2.34,F,B_index,10220,NA,2441,2019,NA,NA,NA,NA,1,NA
2017,ank.27.78abd,benthic,Advice,0.882,2.88,F,B_index,11690,NA,1770,2019,NA,NA,NA,NA,1,NA
2018,ank.27.78abd,benthic,Advice,0.729,4.37,F,B_index,10174,NA,1109,2019,NA,NA,NA,NA,1,NA
1978,ank.27.8c9a,benthic,Advice,NA,NA,F/Fmsy,B/Bmsy,355,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1979,ank.27.8c9a,benthic,Advice,NA,NA,F/Fmsy,B/Bmsy,516,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1980,ank.27.8c9a,benthic,Advice,0.8,1.39,F/Fmsy,B/Bmsy,2110,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1981,ank.27.8c9a,benthic,Advice,0.83,1.42,F/Fmsy,B/Bmsy,2300,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1982,ank.27.8c9a,benthic,Advice,0.86,1.45,F/Fmsy,B/Bmsy,2369,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1983,ank.27.8c9a,benthic,Advice,0.88,1.5,F/Fmsy,B/Bmsy,2379,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1984,ank.27.8c9a,benthic,Advice,0.88,1.31,F/Fmsy,B/Bmsy,1929,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1985,ank.27.8c9a,benthic,Advice,0.86,1.07,F/Fmsy,B/Bmsy,1833,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1986,ank.27.8c9a,benthic,Advice,0.92,1.21,F/Fmsy,B/Bmsy,2563,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1987,ank.27.8c9a,benthic,Advice,1.09,1.64,F/Fmsy,B/Bmsy,3832,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1988,ank.27.8c9a,benthic,Advice,1.31,1.68,F/Fmsy,B/Bmsy,3700,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1989,ank.27.8c9a,benthic,Advice,1.3,1.19,F/Fmsy,B/Bmsy,2578,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1990,ank.27.8c9a,benthic,Advice,1.25,1.04,F/Fmsy,B/Bmsy,2334,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1991,ank.27.8c9a,benthic,Advice,1.27,0.94,F/Fmsy,B/Bmsy,2162,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1992,ank.27.8c9a,benthic,Advice,1.33,0.87,F/Fmsy,B/Bmsy,2111,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1993,ank.27.8c9a,benthic,Advice,1.53,0.78,F/Fmsy,B/Bmsy,2227,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1994,ank.27.8c9a,benthic,Advice,1.51,0.62,F/Fmsy,B/Bmsy,1580,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1995,ank.27.8c9a,benthic,Advice,1.4,0.63,F/Fmsy,B/Bmsy,1843,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1996,ank.27.8c9a,benthic,Advice,1.3,0.72,F/Fmsy,B/Bmsy,1629,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1997,ank.27.8c9a,benthic,Advice,1.11,0.77,F/Fmsy,B/Bmsy,1813,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1998,ank.27.8c9a,benthic,Advice,1.03,1.07,F/Fmsy,B/Bmsy,2089,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
1999,ank.27.8c9a,benthic,Advice,0.94,1.19,F/Fmsy,B/Bmsy,1879,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
2000,ank.27.8c9a,benthic,Advice,0.84,1.05,F/Fmsy,B/Bmsy,1369,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
2001,ank.27.8c9a,benthic,Advice,0.79,0.79,F/Fmsy,B/Bmsy,1013,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
2002,ank.27.8c9a,benthic,Advice,0.74,0.61,F/Fmsy,B/Bmsy,810,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
2003,ank.27.8c9a,benthic,Advice,0.75,0.61,F/Fmsy,B/Bmsy,934,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
2004,ank.27.8c9a,benthic,Advice,0.83,0.65,F/Fmsy,B/Bmsy,993,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
2005,ank.27.8c9a,benthic,Advice,0.82,0.58,F/Fmsy,B/Bmsy,933,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
2006,ank.27.8c9a,benthic,Advice,0.75,0.7,F/Fmsy,B/Bmsy,1161,NA,NA,2019,1.7,NA,NA,0.3,1,0.5
